word,dim0,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42
audrey,3.500000,8.833333,30.666667,98.500000,310.666667,993.833333,3152.500000,10007.000000,31773.000000,100835.166667,320049.666667,1015806.000000,3224015.666667,10232614.833333,32476900.500000,103077168.500000,327152672.500000,1038337069.666667,3295537519.166667,10459577881.000000,33197245531.166668,105363440696.833328,334408907718.000000,1061367365967.000000,3368632412688.500000,10691570792692.666016,33933558789120.667969,107700396360509.000000,341826079846274.187500,1084908438702412.875000,3443348503121766.500000,10928709272579216.000000,34686203344295732.000000,110089185505233072.000000,349407764375530304.000000,1108971650990210432.000000,3519721792381753344.000000,11171107471237236736.000000,35455541515821383680.000000,112530957867591057408.000000,357157610269380313088.000000,1.1335685840640341e+21,3.5977890371921946e+21
andxxxxxxxxxxx,7.500000,22.285714,52.142857,128.428571,406.500000,1243.214286,3904.785714,12382.357143,39186.857143,124322.214286,394492.000000,1251828.928571,3973037.500000,12609550.142857,40020531.714286,127019321.928571,403140813.285714,1279512102.714286,4060992542.428571,12889023613.071428,40907966856.785713,129836194872.357147,412082021729.928589,1307891023741.857178,4151064210015.643066,13174900493645.572266,41815301885695.789063,132715952794259.640625,421221976962926.562500,1336899974308147.500000,4243134591909470.500000,13467119089806260.000000,42742763080186192.000000,135659585658039888.000000,430564658311701120.000000,1366552345621949696.000000,4337247094658335232.000000,13765819085079406592.000000,43690795324186320896.000000,138668508155025899520.000000,440114559857779671040.000000,1.3968624049972256e+21,4.433447007808962e+21
best,2.500000,6.250000,15.500000,48.250000,142.000000,443.500000,1401.750000,4427.250000,14044.000000,44552.250000,141364.250000,448654.750000,1423904.500000,4519210.000000,14343289.500000,45523453.500000,144484993.750000,458575096.500000,1455453254.750000,4619405962.000000,14661351580.000000,46533090255.250000,147689556320.250000,468746110875.000000,1487734964674.750000,4721863872527.250000,14986539245330.750000,47565191340695.500000,150965302283384.500000,479142874264279.000000,1520732847136665.000000,4826594564130976.000000,15318939898218236.000000,48620184788114624.000000,154313704769207360.000000,489770238088891264.000000,1554462621945449984.000000,4933648178489371648.000000,15658713181953798144.000000,49698577937466638336.000000,157736374650057064448.000000,500633316290246082560.000000,1.5889405213972234e+21
bad,2.000000,5.333333,14.000000,47.333333,142.666667,448.000000,1422.000000,4494.666667,14262.666667,45256.000000,143602.000000,455770.000000,1446503.333333,4590946.000000,14571001.333333,46246206.000000,146778942.666667,465855840.666667,1478561376.666667,4692748024.000000,14894129226.666666,47271894259.333336,150034417733.333344,476188375182.666687,1511355676909.333252,4796832728756.666992,15224479969494.000000,48320382108995.335938,153362172756768.656250,486750207808624.000000,1544877465835062.000000,4903226226021447.000000,15562158135677658.000000,49392125648760000.000000,156763737704877984.000000,497546301893626688.000000,1579142767022246912.000000,5011979526624740352.000000,15907325987170713600.000000,50487640405930868736.000000,160240749187786866688.000000,508581852782465974272.000000,1.6141680707978134e+21
benefit,4.000000,9.142857,21.428571,63.142857,186.571429,582.571429,1838.857143,5811.714286,18432.571429,58472.857143,185539.714286,588847.428571,1868841.142857,5931359.714286,18825224.000000,59748458.857143,189633136.000000,601868950.571429,1910247947.142857,6062860947.142858,19242676804.857143,61073579201.714287,193839045761.428558,615218171881.142822,1952616915565.428467,6197334531523.142578,19669477918272.000000,62428187417796.570313,198138384791176.843750,628863677646542.250000,1995925854968625.750000,6334791084534597.000000,20105745904768452.000000,63812841338088232.000000,202533083772590368.000000,642811841038584704.000000,2040195385774062336.000000,6475296418635823104.000000,20551690294745935872.000000,65228206813138968576.000000,207025256951510237184.000000,657069373969141334016.000000,2.0854468124598033e+21
admirable,5.000000,11.000000,25.777778,78.777778,235.666667,736.555556,2330.444444,7367.777778,23370.666667,74148.444444,235282.555556,746728.444444,2369931.222222,7521735.777778,23872867.777778,75768959.888889,240479964.777778,763249727.111111,2422448038.111111,7688512802.333333,24402269699.222221,77449409393.555557,245813653379.555542,780178348106.888916,2476177573282.000000,7859043246055.666992,24943510279312.445313,79167232656799.437500,251265786432718.000000,797482661876336.875000,2531099060589095.000000,8033356411104018.000000,25496756026957584.000000,80923157722710208.000000,256838848396712384.000000,815170785497445888.000000,2587238705034822144.000000,8211535835089522688.000000,26062272738785529856.000000,82718029118049845248.000000,262535520587656724480.000000,833251230779045969920.000000,2.644623523859415e+21
but,2.000000,6.000000,20.666667,73.333333,230.666667,741.333333,2362.666667,7496.666667,23817.333333,75600.666667,239954.666667,761630.666667,2417314.000000,7672267.333333,24350789.333333,77286035.333333,245295275.333333,778533210.000000,2470956236.000000,7842471794.666667,24890914998.666668,79000302940.000000,250735975431.333344,795801115894.666626,2525762068636.666504,8016417542232.000000,25442994414186.667969,80752525843371.328125,256297286544664.656250,813451943499341.375000,2581783339583441.500000,8194221263846187.000000,26007318697656204.000000,82543612634134928.000000,261981946924324896.000000,831494264958730752.000000,2639047158692026880.000000,8375968661847699456.000000,26584159662772387840.000000,84374425634476261376.000000,267792692770990817280.000000,849936764158967414784.000000,2.697581086302407e+21
andxxxxxxxxxxxx,8.000000,23.800000,55.666667,136.866667,433.400000,1325.333333,4162.466667,13199.866667,41773.400000,132528.066667,420530.533333,1334454.666667,4235274.333333,13441831.466667,42662046.266667,135403104.133333,429749712.066667,1363964992.866667,4329034209.266666,13739750448.200001,43608055411.333336,138405900247.533325,439281074486.933350,1394217034286.733398,4425050961378.599609,14044496337751.199219,44575278157025.070313,141475733640451.656250,449024303119658.812500,1425140690978740.750000,4523198354730192.000000,14356002523727254.000000,45563955479883832.000000,144613657983373344.000000,458983638603838912.000000,1456750236760264704.000000,4623522657052482560.000000,14674417906956677120.000000,46574561623386365952.000000,147821181335054745600.000000,469163871642738884608.000000,1.4890608806317623e+21,4.726072147167119e+21
better,3.500000,8.333333,20.500000,64.666667,190.166667,603.166667,1908.666667,6033.333333,19153.166667,60758.666667,192803.333333,611927.333333,1942085.500000,6163862.833333,19563187.500000,62090649.500000,197067014.000000,625463071.833333,1985132455.666667,6300534141.500000,19997018496.833332,63467755039.000000,201437827203.333344,639335647505.166626,2029162429714.333252,6440279348502.000000,20440550980840.000000,64875466084422.164063,205905706929861.156250,653516077892735.125000,2074169144872967.000000,6583124405174804.000000,20893921328059648.000000,66314400517808256.000000,210472684710033312.000000,668011030231016192.000000,2120174107747494656.000000,6729137759309762560.000000,21357347407603355648.000000,67785250444308119552.000000,215140957821465624576.000000,682827479856634003456.000000,2.1671994582932046e+21
andxxxxxxxxxxxxx,8.500000,25.312500,59.187500,145.312500,460.312500,1407.500000,4420.312500,14017.875000,44361.562500,140739.062500,446585.375000,1417132.250000,4497675.687500,14274635.000000,45305218.375000,143792147.125000,456375308.062500,1448470877.812500,4597244074.187500,14591011121.187500,46309838293.125000,146980983182.062500,466497194870.500000,1480597215104.812500,4699209641656.437500,14914637860323.750000,47336986335920.000000,150241011320399.437500,476844075462274.125000,1513436779417039.500000,4803437859840908.000000,15245443739235710.000000,48386918200767816.000000,153573349061948608.000000,487420452037350208.000000,1547004727809193216.000000,4909977859691405312.000000,15583586881987784704.000000,49460137509403852800.000000,156979597891977707520.000000,498231412107212161024.000000,1.581317211559962e+21,5.018880911181262e+21
andxxxxxxxxxxxxxx,9.000000,26.823529,62.705882,153.764706,487.235294,1489.705882,4678.294118,14836.294118,46951.058824,148954.294118,472653.647059,1499852.529412,4760212.529412,15107868.588235,47949755.529412,152185522.529412,483014654.705882,1533020405.529412,4865592455.176471,15442711425.352942,49013016503.235291,155560494694.882355,493727370946.529419,1567022006736.117676,4973509910452.412109,15785228765163.175781,50100120791633.703125,159010815804616.656250,504678215252087.312500,1601778468134625.000000,5083822093896326.000000,16135344304286784.000000,51211338833217016.000000,162537667349075968.000000,515871951587286656.000000,1637305830549215232.000000,5196581001355437056.000000,16493225394910283776.000000,52347203643388641280.000000,166142744288695844864.000000,527313964425402974208.000000,1.6736211880241199e+21,5.311840895500334e+21
action,3.500000,7.833333,23.000000,71.833333,224.166667,712.166667,2260.000000,7172.666667,22773.666667,72284.333333,229432.166667,728208.666667,2311248.500000,7335622.666667,23282295.666667,73894819.833333,234531989.166667,744372023.666667,2362533433.500000,7498352802.166667,23798729226.166668,75533857215.333328,239733958639.666656,760882244856.666626,2414934428118.000000,7664666024221.166992,24326584015424.667969,77209194499688.828125,245051245641174.656250,777758573691048.625000,2468497547790227.000000,7834667915674512.000000,24866146374672224.000000,78921690387083520.000000,250486469423278080.000000,795009218079358848.000000,2523248693976781312.000000,8008440439265402880.000000,25417676197497876480.000000,80672169341888757760.000000,256042246181695881216.000000,812642480852780449792.000000,2.5792142177112786e+21
between,4.000000,12.571429,34.428571,109.857143,336.571429,1064.428571,3376.714286,10696.428571,33951.714286,107742.571429,341929.142857,1085242.285714,3444355.571429,10931869.428571,34696222.428571,110120861.142857,349508262.000000,1109290519.285714,3520733600.142857,11174318744.000000,35465733308.142860,112563304799.571426,357260274687.285706,1133894425766.000000,3598823212757.714355,11422164377739.714844,36252361219914.570313,115059952791004.421875,365184288438961.437500,1159044144277231.250000,3678644922346329.000000,11675507383843082.000000,37056436690084784.000000,117611976509620480.000000,373284056807361088.000000,1184751682624496896.000000,3760237073843077120.000000,11934469525446899712.000000,37878346512937287680.000000,120220603982012628992.000000,381563477615462514688.000000,1.211029412826684e+21,3.843638934985698e+21
andxxxxxxxxxxxxxxx,9.500000,28.333333,66.222222,162.222222,514.166667,1571.944444,4936.388889,15655.055556,49541.666667,157173.055556,498733.111111,1582608.388889,5022862.277778,15941460.555556,50595430.222222,160582508.277778,509665460.222222,1617606302.222222,5134056266.222222,16294778088.833334,51717357486.944443,164143696689.611115,520969260099.611084,1653483974045.111084,5247928169680.166992,16656194155225.000000,52864443811363.054688,167784392625725.062500,532524327914565.312500,1690158157084949.000000,5364326935405660.000000,17025627660623374.000000,54036974391970568.000000,171505841643330080.000000,544335689567577536.000000,1727645776365148160.000000,5483307425540393984.000000,17403255189408948224.000000,55235511650679504896.000000,175309832218576650240.000000,556409026621691789312.000000,1.765964869101576e+21,5.604926896740181e+21
butx,2.500000,7.500000,22.500000,72.000000,227.000000,721.000000,2290.000000,7265.500000,23062.000000,73194.500000,232304.000000,737304.000000,2340091.500000,7427118.500000,23572642.000000,74816263.500000,237456409.500000,753653604.500000,2391991680.000000,7591848922.000000,24095472594.000000,76475678905.000000,242723169112.500000,770369582382.000000,2445045916841.500000,7760235700356.000000,24629908874349.000000,78171905415004.500000,248106756196092.500000,787456339248976.000000,2499276906968934.000000,7932357321126050.000000,25176198961618872.000000,79905754178137296.000000,253609751039494880.000000,804922079565492992.000000,2554710737723722752.000000,8108296590601674752.000000,25734605734558420992.000000,81678059616221102080.000000,259234802020387586048.000000,822775209086910464000.000000,2.611374087938893e+21
anchor,3.500000,9.500000,28.833333,90.166667,281.000000,889.166667,2810.000000,8903.166667,28242.833333,89606.000000,284367.333333,902502.833333,2864351.000000,9090994.333333,28853453.000000,91576715.833333,290651630.833333,922487621.166667,2927847155.833333,9292579366.000000,29493354036.500000,93607803429.000000,297098148962.500000,942948205362.500000,2992786464018.333496,9498688019409.333984,30147514761330.832031,95684019148136.671875,303687769721047.000000,963862746361591.625000,3059166309793306.000000,9709368420259410.000000,30816185056237184.000000,97806285673431600.000000,310423548527394624.000000,985241171534647936.000000,3127018458141619712.000000,9924721702735517696.000000,31499686425032544256.000000,99975623961515638784.000000,317308726557714219008.000000,1.007093769061504e+21,3.1963755635886286e+21
also,2.500000,5.000000,17.250000,56.000000,180.750000,575.500000,1833.000000,5828.250000,18510.250000,58773.500000,186568.750000,592183.250000,1879571.750000,5965573.500000,18934009.500000,60094066.000000,190730391.500000,605352011.750000,1921303452.000000,6097950411.250000,19354047207.500000,61427055041.500000,194960930989.750000,618778882743.250000,1963918120439.500000,6233202989295.250000,19783319422280.250000,62789504528180.750000,199285155062905.500000,632503367021353.000000,2007477722883766.500000,6371455106776640.000000,20222112412433572.000000,64182172450046224.000000,203705289358083392.000000,646532258545046144.000000,2052003473530585088.000000,6512773646990648320.000000,20670637805479010304.000000,65605729669835259904.000000,208223461995480776704.000000,660872310140898902016.000000,2.0975168029837474e+21
away,2.500000,9.500000,33.500000,107.000000,346.500000,1098.000000,3486.500000,11074.500000,35143.000000,111551.000000,354057.500000,1123724.000000,3566577.000000,11319825.000000,35927562.500000,114029152.500000,361912670.500000,1148660556.500000,3645688964.000000,11570909772.500000,36724458633.000000,116558324476.500000,369939911931.500000,1174137832356.000000,3726550189435.000000,11827552039827.500000,37539005283863.000000,119143582114673.000000,378145159994661.000000,1200180148095275.000000,3809204877568271.000000,12089886524382110.000000,38371618453274344.000000,121786180519907104.000000,386532399817539072.000000,1226800080853851136.000000,3893692842032010240.000000,12358039573603041280.000000,39222698938686193664.000000,124487391618400501760.000000,395105668178990071808.000000,1.2540104423241228e+21,3.9800547451158e+21
awful,3.000000,9.600000,31.000000,101.400000,328.400000,1044.000000,3324.600000,10564.000000,33538.400000,106476.400000,337965.400000,1072691.400000,3404641.400000,10805913.000000,34296571.200000,108852689.800000,345483441.200000,1096516665.400000,3480191701.000000,11045644843.200001,35057341215.199997,111267126166.199997,353146385221.200012,1120837515032.800049,3557382396246.799805,11290636992847.000000,35834911597274.203125,113735025750042.593750,360979154281107.812500,1145697633291467.250000,3636284952628424.000000,11541062731101852.000000,36629728059911920.000000,116257662661076000.000000,368985653000432832.000000,1171109146732685312.000000,3716937562229062656.000000,11797042897371131904.000000,37442173507739410432.000000,118836251523342761984.000000,377169735437502906368.000000,1.1970842862041374e+21,3.799379042474407e+21
andxxxxxxxxxxxxxxxx,10.000000,29.842105,69.736842,170.684211,541.105263,1654.210526,5194.578947,16474.105263,52133.210526,165394.789474,524822.000000,1665394.210526,5285607.105263,16775354.315789,53242062.842105,168982534.315789,536325915.315789,1702222825.421053,5402617281.526316,17147153265.421053,54422677648.421051,172730006458.578949,548221012896.526306,1739977247187.947266,5522445789271.526367,17527474901263.578125,55629767727105.578125,176561146151583.937500,560380522996129.562500,1778569846231264.000000,5644933341086716.000000,17916233367516186.000000,56863633046559360.000000,180477263101480384.000000,572809733594482560.000000,1818018432139743232.000000,5770137666585075712.000000,18313614484182269952.000000,58124865446017605632.000000,184480239334278627328.000000,585514623452168323072.000000,1.8583419856428623e+21,5.898119017492259e+21
andxxxxxxxxxxxxxxxxx,10.500000,31.350000,73.250000,179.150000,568.050000,1736.500000,5452.850000,17293.400000,54725.550000,173619.050000,550918.900000,1748205.500000,5548432.750000,17609504.600000,55889509.700000,177385144.600000,562994572.550000,1786865381.150000,5671260920.450000,17999790678.150002,57128830111.000000,181318957835.649994,575481149790.699951,1826497130289.550049,5797047865171.950195,18399023699882.398438,58395942404459.296875,185340599876480.750000,588245288133917.125000,1867008735544170.750000,5925626076313733.000000,18807113072381788.000000,59691161332608112.000000,189451444648942464.000000,601292537761009664.000000,1908418891379201280.000000,6057056151960524800.000000,19224253854189056000.000000,61015108161195851776.000000,193653467757928579072.000000,614629174721704361984.000000,1.9507475223284042e+21,6.191401339829734e+21
andxxxxxxxxxxxxxxxxxx,11.000000,32.857143,76.761905,187.619048,595.000000,1818.809524,5711.190476,18112.904762,57318.571429,181845.476190,577022.666667,1831038.619048,5811327.666667,18443874.761905,58537654.476190,185789969.952381,589670260.190476,1871530250.476191,5939975379.619047,18852652864.714287,59835695974.523811,189910173448.238098,602748473053.952393,1913039821927.238037,6071722332194.428711,19270802257855.714844,61162846306051.187500,194122368057695.750000,616117399034181.750000,1955470939285585.250000,6206392808294432.000000,19698227632652640.000000,62519435017051112.000000,198427991987243200.000000,629782850618641408.000000,1998843182159969792.000000,6344050275333775360.000000,20135133288681668608.000000,63906112807665664000.000000,202829114445533970432.000000,643751401224720089088.000000,2.043177419137594e+21,6.484760977811834e+21
butxx,3.000000,9.000000,25.000000,74.600000,235.600000,741.800000,2350.000000,7455.400000,23648.600000,75049.600000,238181.200000,755924.200000,2399179.200000,7614612.800000,24167663.600000,76704747.800000,243450080.600000,772676580.600000,2452367847.000000,7783474213.600000,24703664420.200001,78405994824.000000,248849722829.000000,789814411366.599976,2506761098837.200195,7956111103966.799805,25251590163188.199219,80145035364479.593750,254369196244468.000000,807332453023650.750000,2562360927856500.000000,8132577230142250.000000,25811669107671816.000000,81922648045045936.000000,260011091677847104.000000,825239044498839296.000000,2619193958883681280.000000,8312957366697240576.000000,26384170575125864448.000000,83739688083340787712.000000,265778124058454556672.000000,843542803237213306880.000000,2.6772875435632026e+21
believe,4.000000,9.000000,22.000000,71.000000,206.571429,655.714286,2075.857143,6557.857143,20822.571429,66053.571429,209602.714286,665256.142857,2111330.571429,6701024.285714,21268074.000000,67501694.857143,214240939.571429,679970719.142857,2158132111.285714,6849611038.571428,21739712157.142857,68998822337.285721,218992665655.571442,695052263219.714233,2205999219381.285645,7001534725728.428711,22221897492543.570313,70529212175815.140625,223849910741110.281250,710468485237635.375000,2254928165251743.500000,7156828397182144.000000,22714778012034944.000000,72093546400996064.000000,228814890020913184.000000,726226638984764672.000000,2304942353720580352.000000,7315566475779591168.000000,23218590597358751744.000000,73692577480174796800.000000,233889992284429877248.000000,742334307760203890688.000000,2.3560658542742811e+21
